,Word,Valence,Arousal,Dominance
7141,liquor,4.85,5.85,4.5
7142,lira,5.6,3.1,5.08
7143,lisp,3.9,3.78,3.5
7144,list,5.89,2.55,5.61
7145,listen,6.91,3.76,5.56
7146,listener,6.1,3.83,5.67
7147,listing,5.67,2.9,5.56
7148,listless,3.84,3.33,4.67
7149,liter,4.37,3.65,5.16
7150,literacy,7.55,3.95,6.36
7151,literal,5.84,4.35,6.32
7152,literary,5.95,3.9,6.43
7153,literature,6.43,3.7,6.06
7154,lithium,4.75,3.5,4.79
7155,litigation,3.8,4.33,4.21
7156,litigator,3.52,4.43,4.36
7157,litter,2.58,3.8,5.7
7158,little,5.91,4.2,5.18
7159,live,7.95,4.71,6.5
7160,livelihood,6.21,4.6,6.09
7161,lively,7.12,6.1,6.86
7162,liven,6.1,5.84,5.95
7163,liver,4.19,3.27,4.67
7164,livery,4.59,5.11,5.37
7165,livestock,5.95,2.95,4.68
7166,livid,3.42,5.38,4.55
7167,lizard,5.43,5.5,5.86
7168,llama,5.43,4.04,5.63
7169,load,4.43,4.55,6.68
7170,loader,4.48,2.96,6.33
7171,loaf,5.75,2.45,5.32
7172,loafer,4.05,3.63,5.05
7173,loan,4.19,3.3,3.77
7174,loathe,2.68,5.18,4.77
7175,loathing,2.42,4.5,3.95
7176,loathsome,2.89,4.45,3.57
7177,lobby,4.76,4.65,5.53
7178,lobbyist,3.32,3.73,4.45
7179,lobe,4.52,3.92,5.59
7180,lobotomy,2.45,5.32,2
7181,lobster,6.43,4.67,5.55
7182,local,6.77,3.8,6.68
7183,localized,5.05,2.4,5.86
7184,locate,5.58,3.67,6.3
7185,location,5.77,4.58,6.19
7186,locator,5.14,2.83,5.45
7187,loch,5.67,3.89,5.25
7188,lock,4.56,3,4.11
7189,locker,4.79,3.35,6.35
7190,locket,5.71,3.39,5.2
7191,locksmith,5.48,3.83,5.68
7192,lockup,3.19,4.11,4.63
7193,loco,4.53,4.8,4.21
7194,locomotive,5.95,5.5,5.23
7195,locust,3.16,4.24,3.45
7196,lode,5.24,3.45,5.03
7197,lodge,6.43,3.33,5.8
7198,loft,5.96,3.42,5.09
7199,lofty,5.65,2.95,5.85
7200,log,4.94,4.29,5.7
7201,logic,6.58,3.67,6.7
7202,logical,6.38,3.83,7.29
7203,logistics,5.05,3.76,5.65
7204,logo,5.53,3.32,5
7205,lollipop,7.29,3.88,6.1
7206,lone,3.75,3.84,4.32
7207,loneliness,2.35,4.09,3.61
7208,lonely,2.67,4.37,3.33
7209,loner,3.5,3.94,5.45
7210,lonesome,3.35,3.45,4.28
7211,longboat,5.35,3.72,5.38
7212,longevity,6.57,4.75,5.89
7213,longitude,4.76,2.91,5.04
7214,longtime,5.5,3.36,6
7215,look,5.95,3.76,5.88
7216,looker,6.05,4.88,6.17
7217,lookout,4.43,4.32,6
7218,loom,4.94,3.65,4.96
7219,loon,4.74,3.85,4.75
7220,loony,4.48,4.04,4.2
7221,loop,5.26,3.52,4.9
7222,loophole,4.84,4.71,5.35
7223,loopy,4.67,4.25,4.16
7224,loose,4.52,4.3,5.53
7225,loosen,5,4,6
7226,loot,4.43,5.15,5.62
7227,lop,4.8,4.55,5.08
7228,lopsided,4.19,4.42,3.95
7229,lord,5.59,3.81,5.75
7230,lordship,5.2,4.42,5.41
7231,lore,6.42,4.5,5.58
7232,lose,3.59,5.43,4.39
7233,loser,2.85,3.94,4.53
7234,loss,2.9,5.2,4.47
7235,lost,2.53,5.11,3.85
7236,lotion,5.52,3.55,5.75
7237,lottery,6.33,6.05,3.45
7238,lotto,6.05,6,3.29
7239,lotus,6.24,3.77,4.86
7240,loudmouth,3.24,5.21,4.39
7241,loudspeaker,4.67,4.3,4.62
7242,lounge,5.95,2.64,5.88
7243,louse,3.34,3.61,3.93
7244,lousy,3.14,4.28,4.33
7245,lovable,8.26,5.41,6.83
7246,love,8,5.36,5.92
7247,loved,7.65,5.59,6.68
7248,loveless,2.59,4.46,3.96
7249,loveliness,7.5,5.65,5.24
7250,lovely,7.55,3.95,6.38
7251,lovemaking,7.95,6.14,6.22
7252,lover,8.05,7.45,6.37
7253,lovesick,3.63,5.81,3.8
7254,low,4.39,2.21,3.11
7255,lowdown,3.74,4,4.87
7256,lowlife,2.68,4.29,3.4
7257,lowly,4,3.95,3.57
7258,lox,4.74,3.86,5.68
7259,loyal,7.31,3.65,6.8
7260,loyalty,7.18,4.52,7
7261,luau,6.05,4.59,6.33
7262,lube,5.1,4.17,5.58
7263,lubricant,5.32,5.38,5.52
7264,lucid,5.35,4.78,5.27
7265,luck,6.73,4.57,6.06
7266,lucky,7.32,5.3,5.36
7267,lucrative,6.81,5.15,6.11
7268,ludicrous,3.95,4.78,4.79
7269,lug,4.58,3.45,4.96
7270,luggage,5.19,3.75,5.42
7271,lukewarm,4.5,2.61,5.76
7272,lull,4.05,3.76,5.41
7273,lullaby,7.57,3.79,6.05
7274,lumbar,4.47,3.28,4.82
7275,lumber,5.65,3.32,5.96
7276,lumberjack,5.79,3.81,5.75
7277,luminous,6.29,3.73,5.85
7278,lump,3.07,3.74,4.72
7279,lumpy,3.75,3.94,4.12
7280,lunacy,4.58,5.2,4.1
7281,lunar,6.15,5.5,4.5
7282,lunatic,3.47,5.64,3.29
7283,lunch,6.64,3.57,6.44
7284,lunchbox,6.64,4.19,6.12
7285,luncheon,7.19,4.12,5.41
7286,lunchtime,7.26,4.95,6.7
7287,lung,4.84,2.64,4.74
7288,lunge,4.27,4.73,6.1
7289,lurch,3.9,4.09,4.38
7290,lure,4.65,4.48,5.44
7291,lurk,3.48,4.43,5
7292,luscious,6.91,5.75,5.59
7293,lush,6.48,4.24,5.79
7294,lust,6.26,6.44,4.64
7295,lustful,5.53,6.6,5.04
7296,lusty,5.8,5.59,4.84
7297,luxurious,7.58,4.73,6.62
7298,luxury,7.25,4.71,5.86
7299,lycra,4.5,3.39,4.46
7300,lye,4.26,4.29,4.91
7301,lymphoma,2.6,4.59,2.38
7302,lynching,1.67,4.92,2.53
7303,lyric,6.53,3.57,5.64
7304,lyrical,6.84,3.81,5.76
7305,lyrics,6.42,4.95,5.8
7306,macadamia,6.33,3.8,5.37
7307,macarena,6.52,4.24,5.26
7308,macaroni,7.75,5.09,6.27
7309,mace,4.14,5.43,4.76
7310,mach,5.35,3.95,5.24
7311,machete,4.13,6.18,4.7
7312,machine,5,4.39,4.8
7313,machinery,4.65,3.89,4.76
7314,macho,4.84,3.96,4.94
7315,mackerel,4.78,3.45,5.63
7316,macro,5.2,3.85,5.45
7317,mad,2.47,5.59,4.9
7318,madam,5.17,3.05,4.67
7319,madden,4.75,5.17,5.33
7320,mademoiselle,6.35,4.5,5.68
7321,madhouse,3.11,5.77,3.21
7322,madman,3.45,6.09,3.76
7323,madness,2.86,6.25,4.18
7324,maestro,6.14,3.7,6.24
7325,mafia,3.11,7.05,3.65
7326,magazine,6.24,4.2,7.05
7327,magenta,5.95,4.58,5.43
7328,maggot,2,5.6,3.55
7329,magic,7.17,6.05,5.33
7330,magical,8.23,5.88,5.3
7331,magician,5.68,4.73,4.26
7332,magistrate,4.71,3.68,4.7
7333,magna,5.09,4.63,4.9
7334,magnesium,4.95,2.86,4.87
7335,magnet,5.65,3.38,4.89
7336,magnetic,6.17,3.55,4.84
7337,magnetism,6,4.56,5.12
7338,magnification,6.65,4.38,5.38
7339,magnificence,7.47,3.95,6.93
7340,magnificent,6.95,4.52,6.05
7341,magnify,4.86,4.41,6.3
7342,magnifying,6.11,3.58,5.56
7343,magnitude,5.1,5.11,5.09
7344,magnolia,6.8,4.19,5.32
7345,magpie,5.5,3.08,4.3
7346,mahi mahi,5.52,5.16,5.86
7347,mahjong,5.55,3.61,5.64
7348,mahogany,6.48,2.67,5.63
7349,maid,5.38,3.19,6.2
7350,maiden,5.65,4.05,5.68
7351,mail,6.28,3.81,5.26
7352,mailbox,6.05,2.29,5.03
7353,mailing,5.33,3.14,5.88
7354,mailman,5.32,3.32,4.82
7355,maim,3.14,4.56,4
7356,main,5.27,4.1,6.79
7357,mainframe,5,3.95,5.59
7358,mainland,5.3,3.67,5.71
7359,mainstream,4.55,3.38,5.48
7360,maintain,6.29,2.75,5.89
7361,maintenance,5.95,2.81,5.28
7362,majestic,7.14,4.16,6.63
7363,majesty,6.86,4.7,7.21
7364,major,5.52,4.24,5.28
7365,majority,4.95,4.3,4.76
7366,make,6.09,3.67,6.22
7367,makeover,5.76,5.13,5.5
7368,maker,5.74,4.16,6.15
7369,makeshift,5.32,4.79,5.1
7370,makeup,5.21,4.1,6.46
7371,malady,3.86,4.48,4.37
7372,malaria,2.34,5.07,3.32
7373,malarkey,4.45,4.33,4.33
7374,male,6.91,4.5,5.89
7375,malfunction,2.68,4.62,2.92
7376,malice,2.81,4.81,4.56
7377,malicious,2.32,4.95,4.78
7378,malignant,3.1,4.42,4.2
7379,mall,4.45,5.3,6
7380,mallet,4.7,3.95,6.24
7381,malnutrition,2.48,3.5,5.3
7382,malpractice,2.74,5.26,4.3
7383,malt,6.14,3.75,5.91
7384,mama,7.64,4.29,5.28
7385,mambo,5.52,5.05,5.1
7386,mammal,5.95,3.81,6
7387,mammoth,5.84,4.09,5.23
7388,mammy,5.1,3.82,4.7
7389,man,5.42,4.36,5.44
7390,manage,4.71,3.52,5.88
7391,manageable,5.33,3.05,6.86
7392,management,4.95,3.24,4.7
7393,manager,4.82,4.15,7.16
7394,managerial,4.5,2.81,5.38
7395,mandarin,6.15,3.91,5.56
7396,mandate,3.76,4.32,4
7397,mandatory,3.9,3.89,3.54
7398,mandible,4.32,3.05,4.9
7399,mandolin,5.7,3.14,6.25
7400,mane,5.32,4.17,5.58
7401,maneuver,4.63,4.33,5.88
7402,manger,5.5,3.05,6.1
7403,mangle,2.9,5,4.35
7404,mango,6.57,3.05,5.76
7405,mangy,4.3,4.86,4.53
7406,manhole,4.8,4.09,5.59
7407,manhood,6.5,5.27,5.91
7408,manhunt,3.61,6.33,4.09
7409,mania,3.62,4.74,3.83
7410,maniac,3.5,5.77,3.8
7411,maniacal,3.3,6,4.1
7412,manic,4.19,4.55,3.63
7413,manicure,6.15,4.23,5.56
7414,manicurist,5.57,4.17,5.19
7415,manifest,4.81,4.12,5.16
7416,manifestation,4.38,4.21,5.5
7417,manifesto,4.05,4.59,5.12
7418,manifold,4.8,3.22,4.91
7419,manipulate,3.21,4.76,5.74
7420,manipulation,2.84,4.86,5.39
7421,manipulative,2.9,4.44,3.67
7422,mankind,6.59,4.89,5.14
7423,manly,6.09,5.63,6.48
7424,manned,5.14,4.47,5.71
7425,mannequin,5.35,3.9,6.38
7426,manner,5.86,3.52,5.45
7427,manor,5.9,3.68,5.05
7428,manpower,6,4.32,5.92
7429,mansion,6.62,4.84,6.5
7430,mansions,6.21,4.95,5.8
7431,manslaughter,2.05,5.67,3.88
7432,mantel,4.74,2.93,5.28
7433,mantis,4.95,3.25,5.88
7434,mantle,5.35,2.45,5.05
7435,mantra,5.47,3.48,5.87
7436,manual,4.95,3.17,6.48
7437,manufacture,5,4.41,5.45
7438,manufacturer,4,3.61,4.95
7439,manufacturing,5,4.5,5.67
7440,manure,3.19,4.15,4.51
7441,manuscript,6.05,3.29,5.32
7442,map,5.81,3.95,5.79
7443,maple,6.09,3.77,5.47
7444,mar,3.47,3.41,4.52
7445,marathon,5.48,5.04,4.9
7446,marble,5.8,3.57,5.38
7447,mare,5.62,3.64,5
7448,margarine,4.85,3.14,5.96
7449,margarita,6.33,5.2,6.19
7450,margin,4.75,3.71,5.15
7451,marginal,4.6,3.57,5.47
7452,mariachi,5.95,4.43,5.33
7453,marijuana,3.63,4.36,4.77
7454,marinara,5.95,3,6.59
7455,marine,5.95,3.44,5.14
7456,mariner,5.58,3.43,4.96
7457,marital,5.24,4.91,5.43
7458,maritime,4.9,3.36,5.26
7459,marker,5.8,4.05,5.48
7460,market,6.21,3.55,5.77
7461,marketing,4.83,4.75,5.09
7462,marketplace,6.25,4.32,5.81
7463,marksman,5.05,4.59,5.37
7464,marksmanship,5.19,4.96,6
7465,marmalade,5.95,3.95,5.15
7466,maroon,5.41,4.37,4.76
7467,marooned,4.26,5.9,3.3
7468,marquee,6,4.21,5.64
7469,marquis,4.77,3.77,4.6
7470,marriage,7.56,4.95,5.33
7471,marrow,4.29,3.65,4.12
7472,marry,7.09,5.52,5.67
7473,marshal,4.62,4.08,5.79
7474,marshmallow,6.84,4.7,5.58
7475,mart,5.32,3.55,5.24
7476,martial,5.4,4.23,4.59
7477,martini,6.14,5.9,5.33
7478,martyr,4.24,4.52,3.79
7479,marvel,5.84,4.77,5.21
7480,marvelous,7.21,3.77,6.21
7481,marzipan,5.4,3.91,5.23
7482,mascara,4.79,4.55,6.27
7483,mascot,5.5,4.11,5.65
7484,masculine,5.79,5.19,5.48
7485,masculinity,5.75,4.7,5.91
7486,mash,4.81,3.85,4.82
7487,mashed,4.61,4.15,4.24
7488,mask,4.81,3.26,5.1
7489,masked,5.14,4,5.1
7490,masochist,3.39,4.77,4.45
7491,masquerade,5.53,5.17,5.29
7492,mass,5.15,3.56,5.47
7493,massacre,1.77,6.68,3.33
7494,massage,7.16,3.88,6.57
7495,masses,4.41,4.11,4.54
7496,masseur,5.73,4.68,5.24
7497,masseuse,6.61,4.09,4.71
7498,massive,5.18,5.79,5.71
7499,mast,4.85,3.71,5.32
7500,master,5.72,4.4,4.17
7501,masterful,6.72,4.38,6.77
7502,mastermind,5.15,5.58,6.61
7503,masterpiece,7.14,4.7,6
7504,mastery,6.55,5.68,7.25
7505,masturbate,5.65,6.42,6.46
7506,masturbation,5.89,6.3,5.92
7507,mat,5,2.86,5.3
7508,matador,5,4.35,4.89
7509,match,5.61,3.05,6.06
7510,matchbook,5.05,3.65,6.22
7511,matching,6.3,3,5.79
7512,matchmaker,5.63,4,5.39
7513,mate,7.18,5.95,6.79
7514,material,5.71,3.74,5.48
7515,materialism,3.52,3.52,4.89
7516,materialistic,3.79,4.04,4.6
7517,materialize,5.75,3.95,6.55
7518,maternal,6.7,4.38,6.32
7519,maternity,5.76,4.83,4.81
7520,math,4.45,4.96,5.79
7521,mathematical,5.29,3.48,6
7522,mathematician,5.24,3.57,4.81
7523,mathematics,4.89,4.33,5.3
7524,matinee,6,3.05,5.3
7525,mating,5.76,6.35,5.67
7526,matrimony,7,5.77,6.32
7527,matrix,5.9,4.4,4.58
7528,matron,4.79,3.59,5.68
7529,matter,5.82,4.05,6.12
7530,mattress,5.74,3.45,6.17
7531,mature,5.95,3.48,7.05
7532,maturity,6.53,3.55,6.78
7533,maudlin,4.75,3.58,4.61
7534,mausoleum,4.5,3.87,4.62
7535,mauve,5.1,2.88,5.37
7536,maverick,6.63,4.55,5.25
7537,maxim,5.74,4.1,5.64
7538,maximize,6.2,4.74,5.9
7539,maximum,4.7,5.05,5.62
7540,may,5.55,3.19,5.94
7541,mayday,4.42,4.27,4.25
7542,mayflower,5.29,2.91,5.26
7543,mayhem,3.59,5.95,3.9
7544,mayonnaise,5.65,3.9,5.88
7545,mayor,4.59,4.15,6.21
7546,maze,5.84,4.83,4.56
7547,meadow,7.3,2.62,6.15
7548,meager,3.35,4.63,4.46
7549,meal,7.05,4.85,7.11
7550,mean,2.43,4.81,4.17
7551,meanie,3.17,4.85,4.48
7552,meaning,6.45,4.05,6.53
7553,meaningful,6.79,3.78,6.29
7554,meaningless,2.95,3.05,3.57
7555,meanness,3.09,5.19,5.09
7556,meantime,4.44,3.9,5.26
7557,measles,2.57,4.5,4.1
7558,measure,5.14,4.36,5.41
7559,measurement,5.11,3.09,5.18
7560,measuring cup,5.75,3.62,6.47
7561,measuring tape,5.43,2.15,6.86
7562,meat,6.62,4.3,5.58
7563,meatball,6.68,4.79,5.38
7564,meathead,3.38,4.22,3.81
7565,meatloaf,5.16,4.46,5.57
7566,mechanic,5.45,4.45,5.15
7567,mechanical,5.67,5.4,5
7568,mechanics,6,3.91,5.21
7569,mechanism,4.9,3.64,5.42
7570,med,5,3.52,5.64
7571,medal,5.2,5.3,5.88
7572,medallion,5.85,3.25,5.52
7573,meddle,3.86,4.35,4.78
7574,medial,4.65,3.55,4.96
7575,median,4.5,3.23,5.95
7576,mediation,5.5,2.85,5.77
7577,medic,5.2,3.55,5.46
7578,medical,5.22,4.05,4.22
7579,medicate,4.15,4.14,5.88
7580,medication,3.65,4.56,6.21
7581,medicinal,5.45,5.87,5.16
7582,medicine,5.9,4,5.35
7583,medieval,5.6,4.4,5.29
7584,mediocre,4.43,3,4.16
7585,mediocrity,3.71,3.55,3.67
7586,meditate,6.47,2.85,7.15
7587,meditation,7.21,2.5,7.35
7588,medium,4.85,3,5.22
7589,medley,6.6,4.48,5.95
7590,meek,4.92,3.14,5.05
7591,meet,6.09,3.71,5.89
7592,meeting,4.55,3.71,5.47
7593,mega,5.6,5.11,6.21
7594,melancholy,3.74,4.13,3.96
7595,mellow,6.68,2.81,7
7596,melodrama,4.25,4.83,4.58
7597,melodramatic,4.21,5.79,4.57
7598,melody,6.65,4.86,6.25
7599,melon,6.32,3.68,5.79
7600,melt,5.95,3,4.47
7601,meltdown,3.05,4.81,2.96
7602,member,5.95,3.47,6.89
7603,membership,5.61,4.45,5.5
7604,membrane,4.95,3.23,4.33
7605,memento,6.8,4.04,5.29
7606,memo,4.7,2.39,5.86
7607,memorabilia,6.55,3.77,6.05
7608,memorable,6.54,4.83,6.32
7609,memorandum,4.5,3.96,6.08
7610,memorial,5.72,3.25,5.24
7611,memories,7,4.19,6.11
7612,memorize,5.7,3.9,5.65
7613,memory,6.58,4.08,5.75
7614,menace,3.13,4.89,4.4
7615,menacing,3.14,4.76,4.15
7616,mend,6.53,3.76,5.83
7617,menial,3.8,3.85,5.32
7618,meningitis,2.55,5.41,3.43
7619,menopause,1.89,3.55,4.32
7620,menstrual,2.79,4.3,3.37
7621,mental,4.58,3.68,5.48
7622,mentality,4.76,4.62,6.24
7623,menthol,4.9,2.9,5.45
7624,mention,5.39,2.65,5.33
7625,mentor,7.05,3.5,6.6
7626,menu,6.3,4.17,6.29
7627,meow,6.14,3.42,5.75
7628,mercenary,3.89,5.14,4.29
7629,merchandise,5.21,3.78,4.76
7630,merchant,5.21,3.68,5.18
7631,merciful,7,4.22,6.75
7632,merciless,3.05,5.05,5.05
7633,mercury,5.67,4.8,3.96
7634,mercy,6.4,3.67,5.55
7635,mere,4.68,3.71,5.21
7636,merengue,6.47,3.45,5.13
7637,merge,4.95,3.5,5.53
7638,merger,4.09,4.22,4.63
7639,meringue,6.57,4.04,5.16
7640,merit,6.94,3.16,5.88
7641,mermaid,7.05,5.58,4.33
7642,merry,7.2,4.57,7.1
7643,mescaline,5,4.65,4.6
7644,mesh,5.25,3.11,5.18
7645,mess,3.5,4.7,2.89
7646,message,6.18,3.81,6.78
7647,messenger,5.65,4.57,5.65
7648,messiah,6.67,3.75,3.71
7649,messy,3,4.61,4.83
7650,metabolic,5.11,4.67,5
7651,metabolism,5.4,4.17,4.36
7652,metal,5.05,3.48,6.54
7653,metallic,5.26,4.32,5.17
7654,metamorphosis,5.25,4.27,5.11
7655,metaphor,6.11,4.14,5.36
7656,metaphysical,5.48,4,5.37
7657,meteor,5.1,5.62,3.92
7658,meteorite,7.25,6.37,3.49
7659,meter,5.53,3.25,5.25
7660,meth,2.55,4.43,3.12
7661,methadone,3.05,3.76,4.48
7662,methane,3.48,3.73,4.37
7663,method,5.2,4.17,6.13
7664,methodical,5.11,3.76,5.43
7665,methodology,4.84,3.41,5.48
7666,meticulous,5.14,4.8,5.36
7667,metric,4.95,3.67,5.13
7668,metropolis,4.95,4.95,5.6
7669,metropolitan,5.84,4.91,5.42
7670,mew,6.05,4.62,5.56
7671,mezzanine,5.32,3.77,5.11
7672,micro,5.5,3.48,4.36
7673,microchip,5.6,3.52,5.24
7674,microfilm,5.53,3.5,5.33
7675,microphone,5.11,4.19,5.35
7676,microscope,6.33,4,5.05
7677,microscopic,5.24,3.86,5.33
7678,microwave,5.25,4,5.6
7679,mid,5.21,2.8,5.33
7680,midair,5,5.23,4.84
7681,midday,5.37,3.63,4.9
7682,middle,5.22,2.85,5.11
7683,middleman,4.24,3.92,5.33
7684,middleweight,4.1,4.04,4
7685,midget,4.58,4,3.7
7686,midlife,4.71,3.09,5.26
7687,midline,4.79,3.36,4.42
7688,midnight,6.18,4.05,6.26
7689,midshipman,4.75,2.72,5.14
7690,midst,5.25,2.62,5.08
7691,midsummer,6.24,4.8,5.14
7692,midterm,4.14,4.82,4.28
7693,midtown,5.83,4.2,5.54
7694,midwife,5.65,3.14,5.96
7695,mighty,6.45,5.43,6.85
7696,mignon,5.57,3.37,4.82
7697,migraine,2.68,4.96,3.11
7698,migrate,4.57,3.33,5.55
7699,migration,4.52,3.54,4.88
7700,mil,4.85,4.05,5.58
7701,mild,5.9,2.39,5.67
7702,mildew,2.61,4.14,4.19
7703,mile,4.78,3.43,5.33
7704,mileage,5.9,2.95,5.64
7705,milestone,6.85,4.56,6.36
7706,militant,3.95,5.38,4.4
7707,military,4.9,5.8,5.89
7708,militia,4.21,4.36,4.52
7709,milk,6.74,2.33,6.31
7710,milkman,5.75,2.73,5.54
7711,milkshake,7.26,4.05,6
7712,milky,5,3.7,5.37
7713,mill,5.39,2.21,4.76
7714,millennium,4.85,4.59,4.71
7715,milligram,5.28,3.1,4.12
7716,millimeter,4.86,3.62,5.75
7717,million,7.55,5.38,5.82
7718,millionaire,7.32,6.14,5.73
7719,millionth,5.42,4.64,5
7720,millstone,4.86,3.12,6.4
7721,mime,4.58,2.81,4.85
7722,mimic,4.67,3.85,6.05
7723,mince,5.23,4.14,5.68
7724,mincemeat,4.05,3.84,4.19
7725,mind,6.7,5.05,6.09
7726,mindful,6.7,6,6.76
7727,mindless,3,3.1,3.86
7728,minefield,3.65,5.5,3.71
7729,miner,4.81,4.05,4.67
7730,mineral,6.05,2.86,4.67
7731,mingle,5.21,4.41,5.36
7732,mini,5.86,3,5.16
7733,miniature,6.11,3.95,4.39
7734,minibus,4.89,3.56,4.53
7735,minimal,4.62,3.41,4.67
7736,minimize,5.16,4.19,5.45
7737,minimum,4.8,3.27,5.22
7738,mining,4.5,4.57,5.53
7739,minion,5.33,5,3.94
7740,minister,5,3.85,5.65
7741,ministry,5.08,3.85,4.5
7742,minivan,4.4,2.95,5.92
7743,mink,5.86,3.24,4.86
7744,minor,4.81,3.26,4.79
7745,minority,4.75,3.1,4.88
7746,mint,6.55,4.9,6.62
7747,minty,7,3.19,5.09
7748,minute,5.5,3.76,4.17
7749,minx,6.63,3.95,4.78
7750,miracle,7.3,5.52,5.26
7751,miraculous,6.37,6.17,4.38
7752,mirage,4.47,3.8,4.21
7753,mire,4.2,3.94,4.19
7754,mirror,5.9,4.55,5.5
7755,misbehave,3.79,4.28,4.65
7756,miscalculation,3.21,4.71,4.96
7757,miscarriage,2.48,5.7,2.33
7758,miscellaneous,5.38,4,5.11
7759,mischief,4.78,5.77,4.97
7760,mischievous,4.48,4.88,4.86
7761,misconception,3.65,3.45,4.33
7762,misconduct,3.55,4.59,5.16
7763,misdemeanor,2.76,5.24,3.95
7764,misdirection,3.7,3.78,3.42
7765,miser,3.45,3.88,4.46
7766,miserable,2.6,5.06,3.86
7767,misery,2.2,4.82,3.8
7768,misfire,2.63,4.64,3
7769,misfit,4.19,5.09,4.52
7770,misfortune,2.4,4.24,2.92
7771,misguided,3.58,4.33,3.25
7772,mishap,3.5,4.61,3.26
7773,mislead,3.2,5.1,4.2
7774,misleading,3.14,4.48,3.69
7775,misplace,3.15,4.83,4.14
7776,misread,3.59,3.79,3.33
7777,miss,4.1,3.9,5.12
7778,missile,2.85,5.67,4.2
7779,mission,6.39,5.52,4.89
7780,missionary,5.33,4.24,5.6
7781,missy,5.4,3.39,4.82
7782,mist,6.47,3.05,4.7
7783,mistake,2.89,4.93,4.69
7784,mister,5.56,3.2,4.83
7785,mistletoe,7.1,4.77,6.57
7786,mistress,3.86,5.96,5.33
7787,mistrial,4.15,3.29,4.3
7788,mistrust,2,5.09,4.45
7789,misty,5.14,2.5,5
7790,misunderstand,4.05,5.09,3.5
7791,misunderstanding,2.86,4.52,3.83
7792,misuse,3.25,4.48,4.9
7793,mite,3.9,4.68,5.19
7794,miter,4.53,3.05,4.4
7795,mitigate,5.38,3.9,5.86
7796,mitigating,4.47,3.85,4.7
7797,mitt,5.48,2.75,5
7798,mitten,5.6,2.33,5.91
7799,mitzvah,4.47,4.22,5.06
7800,mix,5.71,2.86,5.56
7801,mixer,4.9,4.17,5.18
7802,mixture,5.9,3.52,6
7803,mnemonic,5.1,3.45,5.32
7804,moan,4.05,5.52,6.04
7805,moat,5.19,4.17,4.95
7806,mob,3.7,4.86,3.47
7807,mobile,5.81,3.76,5.9
7808,mobility,5.53,4.7,7.11
7809,mobilize,5.95,4.56,6.18
7810,mobster,3.05,5.14,4.04
7811,mocha,6.53,3.36,5.61
7812,mock,3.81,4.95,5.17
7813,mockery,2.95,4.48,4.11
7814,mockingbird,6.37,4.62,5.48
7815,mod,5.57,3.65,4.81
7816,mode,5.25,3.43,6.1
7817,model,6.38,3.9,6.53
7818,modeling,5.67,3.92,4.65
7819,modem,5.29,3.55,4.5
7820,moderate,5.52,4,5.53
7821,moderation,5.3,3.67,5.44
7822,modern,6.05,5.4,5.31
7823,modest,6.42,2.93,7.05
7824,modesty,6.19,4.41,5.81
7825,modicum,4.95,3.33,5.18
7826,modification,5.05,4.1,6.62
7827,modify,5.1,3.78,6.43
7828,module,4.9,4.33,5.41
7829,mogul,5.42,3.48,5.11
7830,moist,5.53,4.2,4.5
7831,moisture,5.5,4.39,4.14
7832,moisturizer,6.35,2.95,5.86
7833,molar,4.73,3.54,5.12
7834,molasses,5.9,3.09,5.71
7835,mold,2.71,3.77,4.5
7836,moldy,1.95,4.35,4.29
7837,mole,4.23,3.81,5.32
7838,molecular,5.5,3.52,5.14
7839,molecule,5.37,3.7,4.75
7840,molest,1.89,6.43,2.57
7841,molester,1.48,5,3.22
7842,molten,4.75,4.26,4.08
7843,mom,7.64,4.62,6.29
7844,moment,6.1,4.05,6
7845,momentary,4.95,3.73,4.8
7846,momentous,6.35,4.9,5.95
7847,momentum,6.1,4.14,5.16
7848,momma,7.45,3.45,5.11
7849,mommy,7.39,3.7,4.89
7850,monarch,4.33,3.41,3.78
7851,monarchy,3.29,3.7,4.04
7852,monastery,4.75,2.5,4.59
7853,monetary,6.32,4.46,5.62
7854,money,7.1,6.86,6.32
7855,mongoloid,4.23,4.28,3.79
7856,mongoose,4.95,3.55,4.23
7857,mongrel,3.47,4.5,3.46
7858,monitor,5.05,3.86,5.81
7859,monk,4.9,2.61,5.04
7860,monkey,5.82,5.15,5.74
7861,mono,3.85,3,4.88
7862,monogamous,7.05,4.4,7
7863,monogamy,6.43,3.48,5.57
7864,monogrammed,4.79,2.82,4.78
7865,monolith,5.24,3.57,4.32
7866,monologue,5.43,3.05,4.67
7867,monopoly,5.29,4.83,6.14
7868,monotonous,3.05,2.68,4.55
7869,monoxide,3,4.55,4.85
7870,monsieur,5.5,3.3,5.89
7871,monsoon,2.85,4.5,3.09
7872,monster,2.55,5.55,5
7873,monstrosity,3.84,5.83,4.21
7874,monstrous,3.43,5.9,3.86
7875,montage,5.48,4.85,5.76
7876,month,5.78,3.64,5.05
7877,monthly,5.32,3.5,4.67
7878,monument,6.24,2.82,5.45
7879,monumental,5.74,5.24,6.06
7880,moo,5.48,3.95,5.18
7881,mooch,3.71,5.8,5.2
7882,mood,5.29,4.5,5.79
7883,moody,3.71,5,4.26
7884,moon,7,3.43,6.11
7885,moonbeam,7.17,4.52,4.82
7886,moonlight,7.05,3.61,6.28
7887,moonlit,7.24,3.96,6.05
7888,moonshine,5.5,4.67,4.95
